,loss,accuracy
0,1.9893215894699097,0.07692307978868484
1,1.814858317375183,0.2884615361690521
2,1.781759262084961,0.21153846383094788
3,1.6736869812011719,0.3461538553237915
4,1.689197301864624,0.36538460850715637
5,1.5233479738235474,0.5192307829856873
6,1.4451334476470947,0.48076921701431274
7,1.341873288154602,0.6153846383094788
8,1.3133430480957031,0.5
9,1.1839483976364136,0.5961538553237915
10,1.0866268873214722,0.6538461446762085
11,0.9768314957618713,0.6730769276618958
12,0.936316728591919,0.6346153616905212
13,0.8717339038848877,0.7307692170143127
14,0.8697853088378906,0.75
15,0.698276937007904,0.7884615659713745
16,0.7329410910606384,0.7692307829856873
17,0.7352418899536133,0.75
18,0.584691047668457,0.807692289352417
19,0.5253781676292419,0.8461538553237915
20,0.6123616695404053,0.7884615659713745
21,0.6067817211151123,0.8461538553237915
22,0.497089684009552,0.8269230723381042
23,0.38821935653686523,0.9038461446762085
24,0.3409636616706848,0.942307710647583
25,0.41987723112106323,0.8461538553237915
26,0.27991050481796265,0.942307710647583
27,0.30168235301971436,0.9230769276618958
28,0.3536968231201172,0.8846153616905212
29,0.3833976089954376,0.8269230723381042
30,0.3362436890602112,0.9038461446762085
31,0.42258551716804504,0.8846153616905212
32,0.35297438502311707,0.9230769276618958
33,0.1981896013021469,0.942307710647583
34,0.30993711948394775,0.9038461446762085
35,0.22663122415542603,0.9615384340286255
36,0.30444571375846863,0.9230769276618958
37,0.2323479950428009,0.942307710647583
38,0.20877815783023834,0.9615384340286255
39,0.37101370096206665,0.8461538553237915
40,0.29525524377822876,0.8846153616905212
41,0.1709003746509552,0.9807692170143127
42,0.18451139330863953,0.9615384340286255
43,0.21192337572574615,0.9807692170143127
44,0.21245050430297852,0.9230769276618958
45,0.2442074716091156,0.9230769276618958
46,0.22785057127475739,0.9615384340286255
47,0.18050727248191833,0.942307710647583
48,0.21536776423454285,0.9038461446762085
49,0.2311907559633255,0.942307710647583
50,0.17827285826206207,0.9230769276618958
51,0.18675026297569275,0.9230769276618958
52,0.13885590434074402,0.9615384340286255
53,0.14076079428195953,0.9615384340286255
54,0.13977572321891785,0.9807692170143127
55,0.10292129218578339,0.9807692170143127
56,0.20285193622112274,0.942307710647583
57,0.1402721405029297,0.9807692170143127
58,0.14479456841945648,0.942307710647583
59,0.13525402545928955,0.9807692170143127
60,0.1694851964712143,0.942307710647583
61,0.12777692079544067,0.9615384340286255
62,0.12295988947153091,0.9807692170143127
63,0.16126932203769684,0.942307710647583
64,0.14298322796821594,0.9807692170143127
65,0.14716921746730804,0.9615384340286255
66,0.12176875025033951,0.9615384340286255
67,0.1011701300740242,0.9807692170143127
68,0.11572268605232239,0.9807692170143127
69,0.10348136723041534,0.942307710647583
70,0.12306176871061325,0.9615384340286255
71,0.09629932790994644,0.9807692170143127
72,0.10927223414182663,0.9807692170143127
73,0.12512439489364624,0.9615384340286255
74,0.08843804150819778,0.9615384340286255
75,0.0573236346244812,0.9807692170143127
76,0.081314317882061,0.9615384340286255
77,0.16623710095882416,0.9615384340286255
78,0.0823911502957344,0.9807692170143127
79,0.11246410012245178,0.9807692170143127
80,0.17534668743610382,0.942307710647583
81,0.10248743742704391,0.9615384340286255
82,0.10096237063407898,0.9807692170143127
83,0.12861520051956177,0.9807692170143127
84,0.171499565243721,0.942307710647583
85,0.08009325712919235,0.9807692170143127
86,0.11290712654590607,0.9615384340286255
87,0.08638840168714523,0.9807692170143127
88,0.1486678570508957,0.942307710647583
89,0.07010818272829056,0.9807692170143127
90,0.06465216726064682,0.9807692170143127
91,0.11394084244966507,0.9615384340286255
92,0.07397834211587906,0.9807692170143127
93,0.08832313120365143,0.9807692170143127
94,0.09577499330043793,0.9807692170143127
95,0.1353989690542221,0.9807692170143127
96,0.08575420826673508,0.9807692170143127
97,0.16886845231056213,0.942307710647583
98,0.07533562183380127,0.9807692170143127
99,0.0761038288474083,0.9807692170143127
100,0.08435436338186264,0.9615384340286255
101,0.04739002883434296,1.0
102,0.12193044275045395,0.942307710647583
103,0.07533187419176102,0.9807692170143127
104,0.1559363305568695,0.9807692170143127
105,0.1157916784286499,0.9615384340286255
106,0.10791483521461487,0.942307710647583
107,0.10820069909095764,0.9807692170143127
108,0.06548355519771576,0.9807692170143127
109,0.09925784170627594,0.9807692170143127
110,0.06498624384403229,0.9807692170143127
111,0.05403897911310196,0.9807692170143127
112,0.14673365652561188,0.9615384340286255
113,0.14109234511852264,0.942307710647583
114,0.07503122091293335,0.9807692170143127
115,0.06419321894645691,0.9807692170143127
116,0.14881834387779236,0.9615384340286255
